序号,文件名,类别,置信度,xmin,ymin,xmax,ymax
106,huiwanxi2024-220241027_DL_3428.jpg,微囊藻,0.4650,810,300,843,334
107,huiwanxi2024-220241027_DL_3429.jpg,微囊藻,0.5710,809,100,845,140
108,huiwanxi2024-220241027_DL_3444.jpg,栅藻,0.7730,990,5,1052,73
109,huiwanxi2024-220241027_DL_3446.jpg,微囊藻,0.3761,884,843,910,871
110,huiwanxi2024-220241027_DL_3446.jpg,微囊藻,0.3745,1154,577,1183,605
111,huiwanxi2024-220241027_DL_3447.jpg,微囊藻,0.4250,883,613,910,641
112,huiwanxi2024-220241027_DL_3457.jpg,微囊藻,0.4578,855,653,877,676
113,huiwanxi2024-220241027_DL_3459.jpg,微囊藻,0.3747,1104,110,1141,142
114,huiwanxi2024-220241027_DL_3465.jpg,微囊藻,0.3595,431,281,454,306
115,huiwanxi2024-220241027_DL_3466.jpg,微囊藻,0.3898,1139,601,1168,635
116,huiwanxi2024-220241027_DL_3472.jpg,微囊藻,0.2621,748,400,773,424
117,huiwanxi2024-220241027_DL_3478.jpg,微囊藻,0.2601,807,496,841,531
118,huiwanxi2024-220241027_DL_3479.jpg,微囊藻,0.2859,806,274,843,314
119,huiwanxi2024-220241027_DL_3491.jpg,游丝藻,0.3984,777,155,812,473
120,huiwanxi2024-220241027_DL_3491.jpg,隐藻,0.2528,571,694,656,766
121,huiwanxi2024-220241027_DL_3496.jpg,微囊藻,0.3848,919,183,949,214
122,huiwanxi2024-220241027_DL_3500.jpg,直链藻,0.8694,463,373,528,614
123,huiwanxi2024-220241027_DL_3501.jpg,直链藻,0.8428,465,124,528,359
124,huiwanxi2024-220241027_DL_3501.jpg,直链藻,0.6653,447,44,513,131
125,huiwanxi2024-220241027_DL_3502.jpg,束丝藻,0.5838,467,0,521,96
126,huiwanxi2024-220241027_DL_3508.jpg,其他,0.5082,1223,545,1304,623
127,huiwanxi2024-220241027_DL_3509.jpg,其他,0.5567,1223,169,1305,252
128,huiwanxi2024-220241027_DL_3510.jpg,微囊藻,0.2760,618,49,643,77
129,huiwanxi2024-220241027_DL_3515.jpg,微囊藻,0.5122,816,4,849,41
130,huiwanxi2024-220241027_DL_3526.jpg,微囊藻,0.3342,343,631,358,648
131,huiwanxi2024-220241027_DL_3527.jpg,微囊藻,0.3781,342,469,359,488
132,huiwanxi2024-220241027_DL_3529.jpg,微囊藻,0.6015,342,238,364,262
133,huiwanxi2024-220241027_DL_3529.jpg,微囊藻,0.3990,734,660,759,688
134,huiwanxi2024-220241027_DL_3530.jpg,微囊藻,0.3472,340,25,367,54
135,huiwanxi2024-220241027_DL_3545.jpg,长孢藻,0.6316,778,714,1311,797
136,huiwanxi2024-220241027_DL_3546.jpg,束丝藻,0.7559,779,417,1311,504
137,huiwanxi2024-220241027_DL_3547.jpg,束丝藻,0.6089,788,0,1316,74
138,huiwanxi2024-220241027_DL_3553.jpg,微囊藻,0.5454,767,599,792,621
139,huiwanxi2024-220241027_DL_3553.jpg,微囊藻,0.3597,826,456,847,478
140,huiwanxi2024-220241027_DL_3554.jpg,微囊藻,0.6372,769,375,795,401
141,huiwanxi2024-220241027_DL_3554.jpg,微囊藻,0.3004,862,249,881,270
142,huiwanxi2024-220241027_DL_3558.jpg,微囊藻,0.5665,1052,670,1075,695
143,huiwanxi2024-220241027_DL_3565.jpg,微囊藻,0.3058,929,569,943,583
144,huiwanxi2024-220241027_DL_3566.jpg,微囊藻,0.5977,927,169,949,193
145,huiwanxi2024-220241027_DL_3568.jpg,微囊藻,0.3395,997,430,1017,452
146,huiwanxi2024-220241027_DL_3569.jpg,微囊藻,0.4036,997,139,1021,165
147,huiwanxi2024-220241027_DL_3573.jpg,微囊藻,0.3314,645,622,660,637
148,huiwanxi2024-220241027_DL_3574.jpg,长孢藻,0.4211,750,463,855,624
149,huiwanxi2024-220241027_DL_3574.jpg,微囊藻,0.2641,1387,494,1402,510
150,huiwanxi2024-220241027_DL_3575.jpg,微囊藻,0.3035,1364,0,1393,25
151,huiwanxi2024-220241027_DL_3575.jpg,微囊藻,0.2515,1386,151,1409,177
152,huiwanxi2024-220241027_DL_3577.jpg,微囊藻,0.3273,955,682,985,720
153,huiwanxi2024-220241027_DL_3585.jpg,微囊藻,0.4020,503,6,531,42
154,huiwanxi2024-220241027_DL_3603.jpg,微囊藻,0.5200,553,823,575,847
155,huiwanxi2024-220241027_DL_3604.jpg,微囊藻,0.5887,804,720,819,735
156,huiwanxi2024-220241027_DL_3604.jpg,微囊藻,0.4003,554,657,576,683
157,huiwanxi2024-220241027_DL_3605.jpg,微囊藻,0.4235,803,422,824,445
158,huiwanxi2024-220241027_DL_3607.jpg,微囊藻,0.3117,789,178,821,214
159,huiwanxi2024-220241027_DL_3609.jpg,微囊藻,0.2563,540,702,556,718
160,huiwanxi2024-220241027_DL_3610.jpg,微囊藻,0.3847,623,27,649,59
161,huiwanxi2024-220241027_DL_3611.jpg,微囊藻,0.2579,537,184,561,211
162,huiwanxi2024-220241027_DL_3616.jpg,微囊藻,0.3147,1360,813,1387,842
163,huiwanxi2024-220241027_DL_3619.jpg,微囊藻,0.3292,939,515,969,546
164,huiwanxi2024-220241027_DL_3620.jpg,微囊藻,0.4624,835,673,848,691
165,huiwanxi2024-220241027_DL_3622.jpg,微囊藻,0.3378,834,176,853,200
166,huiwanxi2024-220241027_DL_3623.jpg,微囊藻,0.2994,265,697,282,715
167,huiwanxi2024-220241027_DL_3624.jpg,微囊藻,0.4515,267,570,282,588
168,huiwanxi2024-220241027_DL_3626.jpg,微囊藻,0.4967,265,292,287,315
169,huiwanxi2024-220241027_DL_3636.jpg,微囊藻,0.5635,1220,809,1244,836
170,huiwanxi2024-220241027_DL_3637.jpg,微囊藻,0.4312,1222,543,1247,571
171,huiwanxi2024-220241027_DL_3637.jpg,微囊藻,0.2693,490,214,506,231
172,huiwanxi2024-220241027_DL_3638.jpg,微囊藻,0.3049,1009,526,1053,572
173,huiwanxi2024-220241027_DL_3640.jpg,微囊藻,0.3690,291,381,305,396
174,huiwanxi2024-220241027_DL_3640.jpg,微囊藻,0.3587,1243,205,1258,221
175,huiwanxi2024-220241027_DL_3641.jpg,微囊藻,0.5558,1329,187,1348,209
176,huiwanxi2024-220241027_DL_3642.jpg,微囊藻,0.4324,290,669,307,693
177,huiwanxi2024-220241027_DL_3646.jpg,微囊藻,0.4347,477,680,490,696
178,huiwanxi2024-220241027_DL_3647.jpg,微囊藻,0.5816,477,518,491,533
179,huiwanxi2024-220241027_DL_3653.jpg,微囊藻,0.3294,1331,703,1367,741
180,huiwanxi2024-220241027_DL_3654.jpg,微囊藻,0.3603,1331,442,1370,482
181,huiwanxi2024-220241027_DL_3655.jpg,微囊藻,0.4903,760,420,776,439
182,huiwanxi2024-220241027_DL_3655.jpg,微囊藻,0.4154,1331,169,1375,216
183,huiwanxi2024-220241027_DL_3656.jpg,微囊藻,0.6092,759,112,779,138
184,huiwanxi2024-220241027_DL_3657.jpg,微囊藻,0.5096,475,278,495,300
185,huiwanxi2024-220241027_DL_3666.jpg,微囊藻,0.3412,885,799,900,816
186,huiwanxi2024-220241027_DL_3667.jpg,微囊藻,0.5711,886,445,903,465
187,huiwanxi2024-220241027_DL_3668.jpg,微囊藻,0.3629,885,133,907,157
188,huiwanxi2024-220241027_DL_3669.jpg,微囊藻,0.2649,504,97,520,114
189,huiwanxi2024-220241027_DL_3670.jpg,微囊藻,0.3254,1355,642,1383,674
190,huiwanxi2024-220241027_DL_3670.jpg,微囊藻,0.3179,1237,162,1253,178
191,huiwanxi2024-220241027_DL_3672.jpg,微囊藻,0.5034,521,820,539,841
192,huiwanxi2024-220241027_DL_3675.jpg,微囊藻,0.4433,713,694,738,721
193,huiwanxi2024-220241027_DL_3685.jpg,微囊藻,0.4191,243,125,258,141
194,huiwanxi2024-220241027_DL_3690.jpg,微囊藻,0.4721,1325,730,1350,756
195,huiwanxi2024-220241027_DL_3691.jpg,微囊藻,0.5515,1325,408,1352,436
196,huiwanxi2024-220241027_DL_3692.jpg,微囊藻,0.5125,1324,81,1359,117
197,huiwanxi2024-220241027_DL_3696.jpg,微囊藻,0.4417,1028,199,1085,250
198,huiwanxi2024-220241027_DL_3701.jpg,微囊藻,0.2887,991,337,1021,374
199,huiwanxi2024-220241027_DL_3703.jpg,微囊藻,0.5233,397,555,416,574
200,huiwanxi2024-220241027_DL_3703.jpg,微囊藻,0.2509,1026,837,1042,854
201,huiwanxi2024-220241027_DL_3704.jpg,微囊藻,0.5110,396,416,420,441
202,huiwanxi2024-220241027_DL_3704.jpg,微囊藻,0.3490,1025,570,1045,594
203,huiwanxi2024-220241027_DL_3715.jpg,其他,0.5516,1226,254,1411,877
204,huiwanxi2024-220241027_DL_3716.jpg,游丝藻,0.4837,1232,17,1410,513
205,huiwanxi2024-220241027_DL_3717.jpg,游丝藻,0.3002,1324,0,1411,216
206,huiwanxi2024-220241027_DL_3724.jpg,微囊藻,0.3694,600,229,659,286
207,huiwanxi2024-220241027_DL_3730.jpg,小环藻,0.8190,524,270,634,370
208,huiwanxi2024-220241027_DL_3731.jpg,微囊藻,0.3830,913,373,933,394
209,huiwanxi2024-220241027_DL_3732.jpg,微囊藻,0.5164,912,136,935,161
210,huiwanxi2024-220241027_DL_3733.jpg,其他,0.8078,1308,538,1355,682
211,huiwanxi2024-220241027_DL_3734.jpg,栅藻,0.8281,846,738,906,820
212,huiwanxi2024-220241027_DL_3734.jpg,其他,0.7544,1307,209,1358,353
213,huiwanxi2024-220241027_DL_3734.jpg,微囊藻,0.3253,1324,686,1340,705
214,huiwanxi2024-220241027_DL_3735.jpg,栅藻,0.8691,835,463,920,559
215,huiwanxi2024-220241027_DL_3736.jpg,栅藻,0.8448,841,202,912,290
216,huiwanxi2024-220241027_DL_3736.jpg,微囊藻,0.4364,1322,137,1347,168
217,huiwanxi2024-220241027_DL_3739.jpg,微囊藻,0.3081,1340,691,1369,720
218,huiwanxi2024-220241027_DL_3741.jpg,微囊藻,0.4687,1056,503,1085,534
219,huiwanxi2024-220241027_DL_3742.jpg,微囊藻,0.3175,1056,276,1088,309
220,huiwanxi2024-220241027_DL_3750.jpg,微囊藻,0.6167,324,670,365,719
221,huiwanxi2024-220241027_DL_3750.jpg,微囊藻,0.3464,1314,817,1344,848
222,huiwanxi2024-220241027_DL_3751.jpg,微囊藻,0.5238,671,777,700,807
223,huiwanxi2024-220241027_DL_3751.jpg,微囊藻,0.4781,1313,439,1346,471
224,huiwanxi2024-220241027_DL_3751.jpg,微囊藻,0.4647,821,321,838,338
225,huiwanxi2024-220241027_DL_3753.jpg,微囊藻,0.4719,673,478,705,512
226,huiwanxi2024-220241027_DL_3753.jpg,微囊藻,0.2662,278,688,300,710
227,huiwanxi2024-220241027_DL_3756.jpg,微囊藻,0.3697,673,117,710,157
228,huiwanxi2024-220241027_DL_3759.jpg,微囊藻,0.5424,1242,683,1263,706
229,huiwanxi2024-220241027_DL_3760.jpg,盘星藻,0.8184,1088,436,1226,553
230,huiwanxi2024-220241027_DL_3760.jpg,微囊藻,0.3023,989,42,1009,62
231,huiwanxi2024-220241027_DL_3761.jpg,微囊藻,0.5520,804,99,817,116
232,huiwanxi2024-220241027_DL_3761.jpg,微囊藻,0.3667,786,382,800,396
233,huiwanxi2024-220241027_DL_3762.jpg,微囊藻,0.5242,527,845,550,870
234,huiwanxi2024-220241027_DL_3762.jpg,微囊藻,0.3454,784,20,804,44
235,huiwanxi2024-220241027_DL_3763.jpg,微囊藻,0.4139,527,704,549,731
236,huiwanxi2024-220241027_DL_3764.jpg,微囊藻,0.6820,526,563,549,589
237,huiwanxi2024-220241027_DL_3765.jpg,微囊藻,0.4391,527,455,552,482
238,huiwanxi2024-220241027_DL_3771.jpg,微囊藻,0.4532,681,794,710,825
239,huiwanxi2024-220241027_DL_3774.jpg,微囊藻,0.3376,1343,682,1367,706
240,huiwanxi2024-220241027_DL_3778.jpg,小环藻,0.2886,1067,17,1140,89
241,huiwanxi2024-220241027_DL_3779.jpg,微囊藻,0.5874,967,703,992,728
242,huiwanxi2024-220241027_DL_3779.jpg,微囊藻,0.5696,1019,703,1035,719
243,huiwanxi2024-220241027_DL_3779.jpg,微囊藻,0.5187,691,693,739,750
244,huiwanxi2024-220241027_DL_3780.jpg,微囊藻,0.3005,970,283,994,308
245,huiwanxi2024-220241027_DL_3780.jpg,微囊藻,0.2950,1018,312,1040,334
246,huiwanxi2024-220241027_DL_3780.jpg,微囊藻,0.2731,414,852,445,878
247,huiwanxi2024-220241027_DL_3781.jpg,微囊藻,0.6555,413,802,447,839
248,huiwanxi2024-220241027_DL_3782.jpg,微囊藻,0.7169,414,761,446,795
249,huiwanxi2024-220241027_DL_3782.jpg,微囊藻,0.2984,1226,425,1247,448
250,huiwanxi2024-220241027_DL_3783.jpg,微囊藻,0.6517,415,722,448,756
251,huiwanxi2024-220241027_DL_3783.jpg,微囊藻,0.2609,1229,153,1249,173
252,huiwanxi2024-220241027_DL_3784.jpg,微囊藻,0.7663,416,682,448,717
253,huiwanxi2024-220241027_DL_3785.jpg,微囊藻,0.7226,416,632,445,664
254,huiwanxi2024-220241027_DL_3786.jpg,微囊藻,0.4088,414,589,447,623
255,huiwanxi2024-220241027_DL_3787.jpg,微囊藻,0.6864,415,547,447,582
256,huiwanxi2024-220241027_DL_3788.jpg,微囊藻,0.5145,414,481,448,516
257,huiwanxi2024-220241027_DL_3789.jpg,微囊藻,0.6079,855,0,973,78
258,huiwanxi2024-220241027_DL_3789.jpg,微囊藻,0.3677,411,435,447,476
259,huiwanxi2024-220241027_DL_3790.jpg,微囊藻,0.6260,412,397,446,432
260,huiwanxi2024-220241027_DL_3791.jpg,微囊藻,0.6797,412,349,449,388
261,huiwanxi2024-220241027_DL_3792.jpg,微囊藻,0.5155,412,309,447,347
262,huiwanxi2024-220241027_DL_3792.jpg,微囊藻,0.2755,803,195,819,213
263,huiwanxi2024-220241027_DL_3793.jpg,微囊藻,0.5732,413,272,447,309
264,huiwanxi2024-220241027_DL_3793.jpg,微囊藻,0.3047,782,738,796,754
265,huiwanxi2024-220241027_DL_3794.jpg,微囊藻,0.6067,790,814,828,855
266,huiwanxi2024-220241027_DL_3794.jpg,微囊藻,0.4154,485,424,508,447
267,huiwanxi2024-220241027_DL_3794.jpg,微囊藻,0.3293,780,478,799,500
268,huiwanxi2024-220241027_DL_3794.jpg,微囊藻,0.2815,413,227,449,265
269,huiwanxi2024-220241027_DL_3795.jpg,微囊藻,0.5537,485,152,512,184
270,huiwanxi2024-220241027_DL_3795.jpg,微囊藻,0.5101,793,670,827,708
271,huiwanxi2024-220241027_DL_3795.jpg,微囊藻,0.3667,530,565,557,594
272,huiwanxi2024-220241027_DL_3795.jpg,微囊藻,0.2636,409,164,451,209
273,huiwanxi2024-220241027_DL_3796.jpg,微囊藻,0.2654,792,577,828,615
274,huiwanxi2024-220241027_DL_3797.jpg,微囊藻,0.5370,792,459,829,500
275,huiwanxi2024-220241027_DL_3797.jpg,微囊藻,0.3770,528,42,557,73
276,huiwanxi2024-220241027_DL_3797.jpg,微囊藻,0.2879,415,83,448,120
277,huiwanxi2024-220241027_DL_3797.jpg,微囊藻,0.2817,825,453,852,485
278,huiwanxi2024-220241027_DL_3798.jpg,微囊藻,0.3270,791,338,829,382
279,huiwanxi2024-220241027_DL_3798.jpg,微囊藻,0.2557,874,611,890,627
280,huiwanxi2024-220241027_DL_3799.jpg,微囊藻,0.4643,791,209,833,256
281,huiwanxi2024-220241027_DL_3802.jpg,浮丝藻,0.8780,721,592,1036,697
282,huiwanxi2024-220241027_DL_3802.jpg,栅藻,0.5146,947,95,996,141
283,huiwanxi2024-220241027_DL_3803.jpg,浮丝藻,0.8625,728,206,1034,351
284,huiwanxi2024-220241027_DL_3809.jpg,微囊藻,0.3641,1320,10,1343,36
285,huiwanxi2024-220241027_DL_3809.jpg,微囊藻,0.2903,1207,749,1240,780
286,huiwanxi2024-220241027_DL_3813.jpg,微囊藻,0.5911,833,313,857,340
287,huiwanxi2024-220241027_DL_3818.jpg,微囊藻,0.2671,579,677,595,695
288,huiwanxi2024-220241027_DL_3820.jpg,游丝藻,0.7424,995,546,1259,834
289,huiwanxi2024-220241027_DL_3820.jpg,微囊藻,0.4292,578,121,599,146
290,huiwanxi2024-220241027_DL_3821.jpg,游丝藻,0.9013,1005,251,1221,477
291,huiwanxi2024-220241027_DL_3821.jpg,微囊藻,0.4985,878,673,891,686
292,huiwanxi2024-220241027_DL_3824.jpg,微囊藻,0.3636,820,750,839,767
293,huiwanxi2024-220241027_DL_3825.jpg,微囊藻,0.3172,50,415,70,435
294,huiwanxi2024-220241027_DL_3826.jpg,微囊藻,0.5740,818,190,849,220
295,huiwanxi2024-220241027_DL_3826.jpg,微囊藻,0.2787,1070,319,1086,337
296,huiwanxi2024-220241027_DL_3826.jpg,微囊藻,0.2552,1314,463,1332,482
297,huiwanxi2024-220241027_DL_3829.jpg,微囊藻,0.5429,396,567,415,589
298,huiwanxi2024-220241027_DL_3829.jpg,微囊藻,0.3509,1001,527,1026,555
299,huiwanxi2024-220241027_DL_3834.jpg,微囊藻,0.4597,1086,517,1119,550
300,huiwanxi2024-220241027_DL_3835.jpg,微囊藻,0.2908,1257,522,1282,547
301,huiwanxi2024-220241027_DL_3842.jpg,微囊藻,0.5482,825,837,844,857
302,huiwanxi2024-220241027_DL_3843.jpg,微囊藻,0.5200,825,474,847,497
303,huiwanxi2024-220241027_DL_3844.jpg,微囊藻,0.6246,826,162,852,190
304,huiwanxi2024-220241027_DL_3844.jpg,微囊藻,0.6189,555,137,579,163
305,huiwanxi2024-220241027_DL_3845.jpg,微囊藻,0.3452,1196,622,1212,638
306,huiwanxi2024-220241027_DL_3847.jpg,微囊藻,0.3354,550,735,592,778
307,huiwanxi2024-220241027_DL_3855.jpg,微囊藻,0.6087,918,607,942,633
308,huiwanxi2024-220241027_DL_3856.jpg,微囊藻,0.5857,917,345,946,375
309,huiwanxi2024-220241027_DL_3857.jpg,微囊藻,0.6049,917,41,951,78
310,huiwanxi2024-220241027_DL_3858.jpg,微囊藻,0.2840,1192,674,1215,697
311,huiwanxi2024-220241027_DL_3866.jpg,微囊藻,0.3678,682,798,702,819
312,huiwanxi2024-220241027_DL_3866.jpg,微囊藻,0.2555,967,704,994,735
313,huiwanxi2024-220241027_DL_3867.jpg,微囊藻,0.6460,967,498,998,533
314,huiwanxi2024-220241027_DL_3868.jpg,微囊藻,0.4836,968,285,1000,320
